global_segment_id,trajectory_id,trajectory_index,local_segment_id,start_t,end_t,duration,num_goal_keys
69,345,1,17,188,200,12,3.0833333333333335
70,345,1,18,200,204,4,2.75
71,345,1,19,204,213,9,2.0
72,345,1,20,213,226,13,2.0
73,345,1,21,226,239,13,2.923076923076923
74,345,1,22,239,251,12,3.0
75,345,1,23,251,264,13,3.076923076923077
76,345,1,24,264,276,12,3.0
77,345,1,25,276,288,12,2.0833333333333335
78,345,1,26,288,301,13,3.0
79,345,1,27,301,305,4,2.5
80,345,1,28,305,309,4,2.5
81,345,1,29,309,326,17,2.0
82,345,1,30,326,339,13,3.0
83,345,1,31,339,351,12,3.0833333333333335
84,345,1,32,351,355,4,3.0
85,345,1,33,355,360,5,3.2
86,345,1,34,360,369,9,3.111111111111111
87,345,1,35,369,376,7,3.142857142857143
88,345,1,36,376,389,13,2.1538461538461537
89,345,1,37,389,401,12,3.0
90,345,1,38,401,405,4,3.75
91,345,1,39,405,426,21,3.0
92,345,1,40,426,438,12,3.0833333333333335
93,345,1,41,438,444,6,3.1666666666666665
94,345,1,42,444,451,7,3.142857142857143
95,345,1,43,451,476,25,3.04
96,345,1,44,476,489,13,3.1538461538461537
97,345,1,45,489,495,6,3.0
98,345,1,46,495,501,6,3.1666666666666665
99,345,1,47,501,519,18,3.0555555555555554
100,345,1,48,519,526,7,3.142857142857143
101,345,1,49,526,530,4,2.5
102,345,1,50,530,534,4,2.5
103,345,1,51,534,550,16,2.0
104,289,2,0,0,4,4,2.25
105,289,2,1,4,25,21,2.0
106,289,2,2,25,37,12,3.0
107,289,2,3,37,50,13,3.076923076923077
108,289,2,4,50,54,4,3.5
109,289,2,5,54,59,5,3.2
110,289,2,6,59,68,9,3.111111111111111
111,289,2,7,68,75,7,3.142857142857143
112,289,2,8,75,100,25,3.04
113,289,2,9,100,113,13,3.0
114,289,2,10,113,125,12,2.9166666666666665
115,289,2,11,125,129,4,3.5
116,289,2,12,129,137,8,3.125
117,289,2,13,137,150,13,3.076923076923077
118,289,2,14,150,163,13,3.1538461538461537
119,289,2,15,163,175,12,3.0
120,289,2,16,175,188,13,3.0
121,289,2,17,188,200,12,3.0833333333333335
122,289,2,18,200,204,4,2.75
123,289,2,19,204,213,9,2.0
124,289,2,20,213,226,13,2.0
125,289,2,21,226,239,13,2.923076923076923
126,289,2,22,239,251,12,3.0
127,289,2,23,251,264,13,3.076923076923077
128,289,2,24,264,276,12,3.0
129,289,2,25,276,288,12,2.0833333333333335
130,289,2,26,288,301,13,3.0
131,289,2,27,301,305,4,2.5
132,289,2,28,305,309,4,2.5
133,289,2,29,309,326,17,2.0
134,289,2,30,326,339,13,3.0
135,289,2,31,339,351,12,3.0833333333333335
136,289,2,32,351,355,4,3.0
137,289,2,33,355,360,5,3.2
138,289,2,34,360,369,9,3.111111111111111
139,289,2,35,369,376,7,3.142857142857143
140,289,2,36,376,389,13,2.1538461538461537
141,289,2,37,389,401,12,3.0
142,289,2,38,401,405,4,3.75
143,289,2,39,405,426,21,3.0
144,289,2,40,426,438,12,3.0833333333333335
145,289,2,41,438,444,6,3.1666666666666665
146,289,2,42,444,451,7,3.142857142857143
147,289,2,43,451,476,25,3.04
148,289,2,44,476,489,13,3.1538461538461537
149,289,2,45,489,495,6,3.0
150,289,2,46,495,501,6,3.1666666666666665
151,289,2,47,501,519,18,3.0555555555555554
152,289,2,48,519,526,7,3.142857142857143
153,289,2,49,526,530,4,2.5
154,289,2,50,530,534,4,2.5
155,289,2,51,534,550,16,2.0
156,142,3,0,0,4,4,2.25
157,142,3,1,4,25,21,2.0
158,142,3,2,25,37,12,3.0
159,142,3,3,37,50,13,3.076923076923077
160,142,3,4,50,54,4,3.5
161,142,3,5,54,59,5,3.2
162,142,3,6,59,68,9,3.111111111111111
163,142,3,7,68,75,7,3.142857142857143
164,142,3,8,75,100,25,3.04
165,142,3,9,100,113,13,3.0
166,142,3,10,113,125,12,2.9166666666666665
167,142,3,11,125,129,4,3.5
168,142,3,12,129,137,8,3.125
169,142,3,13,137,150,13,3.076923076923077
170,142,3,14,150,163,13,3.1538461538461537
171,142,3,15,163,175,12,3.0
172,142,3,16,175,188,13,3.0
173,142,3,17,188,200,12,3.0833333333333335
174,142,3,18,200,204,4,2.75
175,142,3,19,204,213,9,2.0
176,142,3,20,213,226,13,2.0
177,142,3,21,226,239,13,2.923076923076923
178,142,3,22,239,251,12,3.0
179,142,3,23,251,264,13,3.076923076923077
180,142,3,24,264,276,12,3.0
181,142,3,25,276,288,12,2.0833333333333335
182,142,3,26,288,301,13,3.0
183,142,3,27,301,305,4,2.5
184,142,3,28,305,309,4,2.5
185,142,3,29,309,326,17,2.0
186,142,3,30,326,339,13,3.0
187,142,3,31,339,351,12,3.0833333333333335
188,142,3,32,351,355,4,3.0
189,142,3,33,355,360,5,3.2
190,142,3,34,360,369,9,3.111111111111111
191,142,3,35,369,376,7,3.142857142857143
192,142,3,36,376,389,13,2.1538461538461537
193,142,3,37,389,401,12,3.0
194,142,3,38,401,405,4,3.75
195,142,3,39,405,426,21,3.0
196,142,3,40,426,438,12,3.0833333333333335
197,142,3,41,438,444,6,3.1666666666666665
198,142,3,42,444,451,7,3.142857142857143
199,142,3,43,451,476,25,3.04
200,142,3,44,476,489,13,3.1538461538461537
201,142,3,45,489,495,6,3.0
202,142,3,46,495,501,6,3.1666666666666665
203,142,3,47,501,519,18,3.0555555555555554
204,142,3,48,519,526,7,3.142857142857143
205,142,3,49,526,530,4,2.5
206,142,3,50,530,534,4,2.5
207,142,3,51,534,550,16,2.0
208,204,4,0,0,4,4,2.25
209,204,4,1,4,25,21,2.0
210,204,4,2,25,37,12,3.0
211,204,4,3,37,50,13,3.076923076923077
212,204,4,4,50,54,4,3.5
213,204,4,5,54,59,5,3.2
214,204,4,6,59,68,9,3.111111111111111
215,204,4,7,68,75,7,3.142857142857143
216,204,4,8,75,100,25,3.04
217,204,4,9,100,113,13,3.0
218,204,4,10,113,125,12,2.9166666666666665
219,204,4,11,125,129,4,3.5
220,204,4,12,129,137,8,3.125
221,204,4,13,137,150,13,3.076923076923077
222,204,4,14,150,163,13,3.1538461538461537
223,204,4,15,163,175,12,3.0
224,204,4,16,175,188,13,3.0
225,204,4,17,188,200,12,3.0833333333333335
226,204,4,18,200,204,4,2.75
227,204,4,19,204,213,9,2.0
228,204,4,20,213,226,13,2.0
229,204,4,21,226,239,13,2.923076923076923
230,204,4,22,239,251,12,3.0
231,204,4,23,251,264,13,3.076923076923077
232,204,4,24,264,276,12,3.0
233,204,4,25,276,288,12,2.0833333333333335
234,204,4,26,288,301,13,3.0
235,204,4,27,301,305,4,2.5
236,204,4,28,305,309,4,2.5
237,204,4,29,309,326,17,2.0
238,204,4,30,326,339,13,3.0
239,204,4,31,339,351,12,3.0833333333333335
240,204,4,32,351,355,4,3.0
241,204,4,33,355,360,5,3.2
242,204,4,34,360,369,9,3.111111111111111
243,204,4,35,369,376,7,3.142857142857143
244,204,4,36,376,389,13,2.1538461538461537
245,204,4,37,389,401,12,3.0
246,204,4,38,401,405,4,3.75
247,204,4,39,405,426,21,3.0
248,204,4,40,426,438,12,3.0833333333333335
249,204,4,41,438,444,6,3.1666666666666665
250,204,4,42,444,451,7,3.142857142857143
251,204,4,43,451,476,25,3.04
252,204,4,44,476,489,13,3.1538461538461537
253,204,4,45,489,495,6,3.0
254,204,4,46,495,501,6,3.1666666666666665
255,204,4,47,501,519,18,3.0555555555555554
256,204,4,48,519,526,7,3.142857142857143
257,204,4,49,526,530,4,2.5
258,204,4,50,530,534,4,2.5
259,204,4,51,534,550,16,2.0
260,441,5,0,0,4,4,2.25
261,441,5,1,4,25,21,2.0
262,441,5,2,25,37,12,3.0
263,441,5,3,37,50,13,3.076923076923077
264,441,5,4,50,54,4,3.5
265,441,5,5,54,59,5,3.2
266,441,5,6,59,68,9,3.111111111111111
267,441,5,7,68,75,7,3.142857142857143
268,441,5,8,75,100,25,3.04
269,441,5,9,100,113,13,3.0
270,441,5,10,113,125,12,2.9166666666666665
271,441,5,11,125,129,4,3.5
272,441,5,12,129,137,8,3.125
273,441,5,13,137,150,13,3.076923076923077
274,441,5,14,150,163,13,3.1538461538461537
275,441,5,15,163,175,12,3.0
276,441,5,16,175,188,13,3.0
277,441,5,17,188,200,12,3.0833333333333335
278,441,5,18,200,204,4,2.75
279,441,5,19,204,213,9,2.0
280,441,5,20,213,226,13,2.0
281,441,5,21,226,239,13,2.923076923076923
282,441,5,22,239,251,12,3.0
283,441,5,23,251,264,13,3.076923076923077
284,441,5,24,264,276,12,3.0
285,441,5,25,276,288,12,2.0833333333333335
286,441,5,26,288,301,13,3.0
287,441,5,27,301,305,4,2.5
288,441,5,28,305,309,4,2.5
289,441,5,29,309,326,17,2.0
290,441,5,30,326,339,13,3.0
291,441,5,31,339,351,12,3.0833333333333335
292,441,5,32,351,355,4,3.0
293,441,5,33,355,360,5,3.2
294,441,5,34,360,369,9,3.111111111111111
295,441,5,35,369,376,7,3.142857142857143
296,441,5,36,376,389,13,2.1538461538461537
297,441,5,37,389,401,12,3.0
298,441,5,38,401,405,4,3.75
299,441,5,39,405,426,21,3.0
300,441,5,40,426,438,12,3.0833333333333335
301,441,5,41,438,444,6,3.1666666666666665
302,441,5,42,444,451,7,3.142857142857143
303,441,5,43,451,476,25,3.04
304,441,5,44,476,489,13,3.1538461538461537
305,441,5,45,489,495,6,3.0
306,441,5,46,495,501,6,3.1666666666666665
307,441,5,47,501,519,18,3.0555555555555554
308,441,5,48,519,526,7,3.142857142857143
309,441,5,49,526,530,4,2.5
310,441,5,50,530,534,4,2.5
311,441,5,51,534,550,16,2.0
312,231,6,0,0,4,4,2.25
313,231,6,1,4,25,21,2.0
314,231,6,2,25,37,12,3.0
315,231,6,3,37,50,13,3.076923076923077
316,231,6,4,50,54,4,3.5
317,231,6,5,54,59,5,3.2
318,231,6,6,59,68,9,3.111111111111111
319,231,6,7,68,75,7,3.142857142857143
320,231,6,8,75,100,25,3.04
321,231,6,9,100,113,13,3.0
322,231,6,10,113,125,12,2.9166666666666665
323,231,6,11,125,129,4,3.5
324,231,6,12,129,137,8,3.125
325,231,6,13,137,150,13,3.076923076923077
326,231,6,14,150,163,13,3.1538461538461537
327,231,6,15,163,175,12,3.0
328,231,6,16,175,188,13,3.0
329,231,6,17,188,200,12,3.0833333333333335
330,231,6,18,200,204,4,2.75
331,231,6,19,204,213,9,2.0
332,231,6,20,213,226,13,2.0
333,231,6,21,226,239,13,2.923076923076923
334,231,6,22,239,251,12,3.0
335,231,6,23,251,264,13,3.076923076923077
336,231,6,24,264,276,12,3.0
337,231,6,25,276,288,12,2.0833333333333335
338,231,6,26,288,301,13,3.0
339,231,6,27,301,305,4,2.5
340,231,6,28,305,309,4,2.5
341,231,6,29,309,326,17,2.0
342,231,6,30,326,339,13,3.0
343,231,6,31,339,351,12,3.0833333333333335
344,231,6,32,351,355,4,3.0
345,231,6,33,355,360,5,3.2
346,231,6,34,360,369,9,3.111111111111111
347,231,6,35,369,376,7,3.142857142857143
348,231,6,36,376,389,13,2.1538461538461537
349,231,6,37,389,401,12,3.0
350,231,6,38,401,405,4,3.75
351,231,6,39,405,426,21,3.0
352,231,6,40,426,438,12,3.0833333333333335
353,231,6,41,438,444,6,3.1666666666666665
354,231,6,42,444,451,7,3.142857142857143
355,231,6,43,451,476,25,3.04
356,231,6,44,476,489,13,3.1538461538461537
357,231,6,45,489,495,6,3.0
358,231,6,46,495,501,6,3.1666666666666665
359,231,6,47,501,519,18,3.0555555555555554
360,231,6,48,519,526,7,3.142857142857143
361,231,6,49,526,530,4,2.5
362,231,6,50,530,534,4,2.5
363,231,6,51,534,550,16,2.0
364,39,7,0,0,4,4,2.25
365,39,7,1,4,25,21,2.0
366,39,7,2,25,37,12,3.0
367,39,7,3,37,50,13,3.076923076923077
368,39,7,4,50,54,4,3.5
369,39,7,5,54,59,5,3.2
370,39,7,6,59,68,9,3.111111111111111
371,39,7,7,68,75,7,3.142857142857143
372,39,7,8,75,100,25,3.04
373,39,7,9,100,113,13,3.0
374,39,7,10,113,125,12,2.9166666666666665
375,39,7,11,125,129,4,3.5
376,39,7,12,129,137,8,3.125
377,39,7,13,137,150,13,3.076923076923077
378,39,7,14,150,163,13,3.1538461538461537
379,39,7,15,163,175,12,3.0
380,39,7,16,175,188,13,3.0
381,39,7,17,188,200,12,3.0833333333333335
382,39,7,18,200,204,4,2.75
383,39,7,19,204,213,9,2.0
384,39,7,20,213,226,13,2.0
385,39,7,21,226,239,13,2.923076923076923
386,39,7,22,239,251,12,3.0
387,39,7,23,251,264,13,3.076923076923077
388,39,7,24,264,276,12,3.0
389,39,7,25,276,288,12,2.0833333333333335
390,39,7,26,288,301,13,3.0
391,39,7,27,301,305,4,2.5
392,39,7,28,305,309,4,2.5
393,39,7,29,309,326,17,2.0
394,39,7,30,326,339,13,3.0
395,39,7,31,339,351,12,3.0833333333333335
396,39,7,32,351,355,4,3.0
397,39,7,33,355,360,5,3.2
398,39,7,34,360,369,9,3.111111111111111
399,39,7,35,369,376,7,3.142857142857143
400,39,7,36,376,389,13,2.1538461538461537
401,39,7,37,389,401,12,3.0
402,39,7,38,401,405,4,3.75
403,39,7,39,405,426,21,3.0
404,39,7,40,426,438,12,3.0833333333333335
405,39,7,41,438,444,6,3.1666666666666665
406,39,7,42,444,451,7,3.142857142857143
407,39,7,43,451,476,25,3.04
408,39,7,44,476,489,13,3.1538461538461537
409,39,7,45,489,495,6,3.0
410,39,7,46,495,501,6,3.1666666666666665
411,39,7,47,501,519,18,3.0555555555555554
412,39,7,48,519,526,7,3.142857142857143
413,39,7,49,526,530,4,2.5
414,39,7,50,530,534,4,2.5
415,39,7,51,534,550,16,2.0
416,151,8,0,0,4,4,2.25
417,151,8,1,4,25,21,2.0
418,151,8,2,25,37,12,3.0
419,151,8,3,37,50,13,3.076923076923077
420,151,8,4,50,54,4,3.5
421,151,8,5,54,59,5,3.2
422,151,8,6,59,68,9,3.111111111111111
423,151,8,7,68,75,7,3.142857142857143
424,151,8,8,75,100,25,3.04
425,151,8,9,100,113,13,3.0
426,151,8,10,113,125,12,2.9166666666666665
427,151,8,11,125,129,4,3.5
428,151,8,12,129,137,8,3.125
429,151,8,13,137,150,13,3.076923076923077
430,151,8,14,150,163,13,3.1538461538461537
431,151,8,15,163,175,12,3.0
432,151,8,16,175,188,13,3.0
433,151,8,17,188,200,12,3.0833333333333335
434,151,8,18,200,204,4,2.75
435,151,8,19,204,213,9,2.0
436,151,8,20,213,226,13,2.0
437,151,8,21,226,239,13,2.923076923076923
438,151,8,22,239,251,12,3.0
439,151,8,23,251,264,13,3.076923076923077
440,151,8,24,264,276,12,3.0
441,151,8,25,276,288,12,2.0833333333333335
442,151,8,26,288,301,13,3.0
443,151,8,27,301,305,4,2.5
444,151,8,28,305,309,4,2.5
445,151,8,29,309,326,17,2.0
446,151,8,30,326,339,13,3.0
447,151,8,31,339,351,12,3.0833333333333335
448,151,8,32,351,355,4,3.0
449,151,8,33,355,360,5,3.2
450,151,8,34,360,369,9,3.111111111111111
451,151,8,35,369,376,7,3.142857142857143
452,151,8,36,376,389,13,2.1538461538461537
453,151,8,37,389,401,12,3.0
454,151,8,38,401,405,4,3.75
455,151,8,39,405,426,21,3.0
456,151,8,40,426,438,12,3.0833333333333335
457,151,8,41,438,444,6,3.1666666666666665
458,151,8,42,444,451,7,3.142857142857143
459,151,8,43,451,476,25,3.04
460,151,8,44,476,489,13,3.1538461538461537
461,151,8,45,489,495,6,3.0
462,151,8,46,495,501,6,3.1666666666666665
463,151,8,47,501,519,18,3.0555555555555554
464,151,8,48,519,526,7,3.142857142857143
465,151,8,49,526,530,4,2.5
466,151,8,50,530,534,4,2.5
467,151,8,51,534,550,16,2.0
468,469,9,0,0,4,4,2.25
469,469,9,1,4,25,21,2.0
470,469,9,2,25,37,12,3.0
471,469,9,3,37,50,13,3.076923076923077
472,469,9,4,50,54,4,3.5
473,469,9,5,54,59,5,3.2
474,469,9,6,59,68,9,3.111111111111111
475,469,9,7,68,75,7,3.142857142857143
476,469,9,8,75,100,25,3.04
477,469,9,9,100,113,13,3.0
478,469,9,10,113,125,12,2.9166666666666665
479,469,9,11,125,129,4,3.5
480,469,9,12,129,137,8,3.125
481,469,9,13,137,150,13,3.076923076923077
482,469,9,14,150,163,13,3.1538461538461537
483,469,9,15,163,175,12,3.0
484,469,9,16,175,188,13,3.0
485,469,9,17,188,200,12,3.0833333333333335
486,469,9,18,200,204,4,2.75
487,469,9,19,204,213,9,2.0
488,469,9,20,213,226,13,2.0
489,469,9,21,226,239,13,2.923076923076923
490,469,9,22,239,251,12,3.0
491,469,9,23,251,264,13,3.076923076923077
492,469,9,24,264,276,12,3.0
493,469,9,25,276,288,12,2.0833333333333335
494,469,9,26,288,301,13,3.0
495,469,9,27,301,305,4,2.5
496,469,9,28,305,309,4,2.5
497,469,9,29,309,326,17,2.0
498,469,9,30,326,339,13,3.0
499,469,9,31,339,351,12,3.0833333333333335
500,469,9,32,351,355,4,3.0
501,469,9,33,355,360,5,3.2
502,469,9,34,360,369,9,3.111111111111111
503,469,9,35,369,376,7,3.142857142857143
504,469,9,36,376,389,13,2.1538461538461537
505,469,9,37,389,401,12,3.0
506,469,9,38,401,405,4,3.75
507,469,9,39,405,426,21,3.0
508,469,9,40,426,438,12,3.0833333333333335
509,469,9,41,438,444,6,3.1666666666666665
510,469,9,42,444,451,7,3.142857142857143
511,469,9,43,451,476,25,3.04
512,469,9,44,476,489,13,3.1538461538461537
513,469,9,45,489,495,6,3.0
514,469,9,46,495,501,6,3.1666666666666665
515,469,9,47,501,519,18,3.0555555555555554
516,469,9,48,519,526,7,3.142857142857143
517,469,9,49,526,530,4,2.5
518,469,9,50,530,534,4,2.5
519,469,9,51,534,550,16,2.0
520,447,10,0,0,4,4,2.25
521,447,10,1,4,25,21,2.0
522,447,10,2,25,37,12,3.0
523,447,10,3,37,50,13,3.076923076923077
524,447,10,4,50,54,4,3.5
525,447,10,5,54,59,5,3.2
526,447,10,6,59,68,9,3.111111111111111
527,447,10,7,68,75,7,3.142857142857143
528,447,10,8,75,100,25,3.04
529,447,10,9,100,113,13,3.0
530,447,10,10,113,125,12,2.9166666666666665
531,447,10,11,125,129,4,3.5
532,447,10,12,129,137,8,3.125
533,447,10,13,137,150,13,3.076923076923077
534,447,10,14,150,163,13,3.1538461538461537
535,447,10,15,163,175,12,3.0
536,447,10,16,175,188,13,3.0
537,447,10,17,188,200,12,3.0833333333333335
538,447,10,18,200,204,4,2.75
539,447,10,19,204,213,9,2.0
540,447,10,20,213,226,13,2.0
541,447,10,21,226,239,13,2.923076923076923
542,447,10,22,239,251,12,3.0
543,447,10,23,251,264,13,3.076923076923077
544,447,10,24,264,276,12,3.0
545,447,10,25,276,288,12,2.0833333333333335
546,447,10,26,288,301,13,3.0
547,447,10,27,301,305,4,2.5
548,447,10,28,305,309,4,2.5
549,447,10,29,309,326,17,2.0
550,447,10,30,326,339,13,3.0
551,447,10,31,339,351,12,3.0833333333333335
552,447,10,32,351,355,4,3.0
553,447,10,33,355,360,5,3.2
554,447,10,34,360,369,9,3.111111111111111
555,447,10,35,369,376,7,3.142857142857143
556,447,10,36,376,389,13,2.1538461538461537
557,447,10,37,389,401,12,3.0
558,447,10,38,401,405,4,3.75
559,447,10,39,405,426,21,3.0
560,447,10,40,426,438,12,3.0833333333333335
561,447,10,41,438,444,6,3.1666666666666665
562,447,10,42,444,451,7,3.142857142857143
563,447,10,43,451,476,25,3.04
564,447,10,44,476,489,13,3.1538461538461537
565,447,10,45,489,495,6,3.0
566,447,10,46,495,501,6,3.1666666666666665
567,447,10,47,501,519,18,3.0555555555555554
568,447,10,48,519,526,7,3.142857142857143
569,447,10,49,526,530,4,2.5
570,447,10,50,530,534,4,2.5
571,447,10,51,534,550,16,2.0
572,146,11,0,0,4,4,2.25
573,146,11,1,4,25,21,2.0
574,146,11,2,25,37,12,3.0
575,146,11,3,37,50,13,3.076923076923077
576,146,11,4,50,54,4,3.5
577,146,11,5,54,59,5,3.2
578,146,11,6,59,68,9,3.111111111111111
579,146,11,7,68,75,7,3.142857142857143
580,146,11,8,75,100,25,3.04
581,146,11,9,100,113,13,3.0
582,146,11,10,113,125,12,2.9166666666666665
583,146,11,11,125,129,4,3.5
584,146,11,12,129,137,8,3.125
585,146,11,13,137,150,13,3.076923076923077
586,146,11,14,150,163,13,3.1538461538461537
587,146,11,15,163,175,12,3.0
588,146,11,16,175,188,13,3.0
589,146,11,17,188,200,12,3.0833333333333335
590,146,11,18,200,204,4,2.75
591,146,11,19,204,213,9,2.0
592,146,11,20,213,226,13,2.0
593,146,11,21,226,239,13,2.923076923076923
594,146,11,22,239,251,12,3.0
595,146,11,23,251,264,13,3.076923076923077
596,146,11,24,264,276,12,3.0
597,146,11,25,276,288,12,2.0833333333333335
598,146,11,26,288,301,13,3.0
599,146,11,27,301,305,4,2.5
600,146,11,28,305,309,4,2.5
601,146,11,29,309,326,17,2.0
602,146,11,30,326,339,13,3.0
603,146,11,31,339,351,12,3.0833333333333335
604,146,11,32,351,355,4,3.0
605,146,11,33,355,360,5,3.2
606,146,11,34,360,369,9,3.111111111111111
607,146,11,35,369,376,7,3.142857142857143
608,146,11,36,376,389,13,2.1538461538461537
609,146,11,37,389,401,12,3.0
610,146,11,38,401,405,4,3.75
611,146,11,39,405,426,21,3.0
612,146,11,40,426,438,12,3.0833333333333335
613,146,11,41,438,444,6,3.1666666666666665
614,146,11,42,444,451,7,3.142857142857143
615,146,11,43,451,476,25,3.04
616,146,11,44,476,489,13,3.1538461538461537
617,146,11,45,489,495,6,3.0
618,146,11,46,495,501,6,3.1666666666666665
619,146,11,47,501,519,18,3.0555555555555554
620,146,11,48,519,526,7,3.142857142857143
621,146,11,49,526,530,4,2.5
622,146,11,50,530,534,4,2.5
623,146,11,51,534,550,16,2.0
624,8,12,0,0,4,4,2.25
625,8,12,1,4,25,21,2.0
626,8,12,2,25,37,12,3.0
627,8,12,3,37,50,13,3.076923076923077
628,8,12,4,50,54,4,3.5
629,8,12,5,54,59,5,3.2
630,8,12,6,59,68,9,3.111111111111111
631,8,12,7,68,75,7,3.142857142857143
632,8,12,8,75,100,25,3.04
633,8,12,9,100,113,13,3.0
634,8,12,10,113,125,12,2.9166666666666665
635,8,12,11,125,129,4,3.5
636,8,12,12,129,137,8,3.125
637,8,12,13,137,150,13,3.076923076923077
638,8,12,14,150,163,13,3.1538461538461537
639,8,12,15,163,175,12,3.0
640,8,12,16,175,188,13,3.0
641,8,12,17,188,200,12,3.0833333333333335
642,8,12,18,200,204,4,2.75
643,8,12,19,204,213,9,2.0
644,8,12,20,213,226,13,2.0
645,8,12,21,226,239,13,2.923076923076923
646,8,12,22,239,251,12,3.0
647,8,12,23,251,264,13,3.076923076923077
648,8,12,24,264,276,12,3.0
649,8,12,25,276,288,12,2.0833333333333335
650,8,12,26,288,301,13,3.0
651,8,12,27,301,305,4,2.5
652,8,12,28,305,309,4,2.5
653,8,12,29,309,326,17,2.0
654,8,12,30,326,339,13,3.0
655,8,12,31,339,351,12,3.0833333333333335
656,8,12,32,351,355,4,3.0
657,8,12,33,355,360,5,3.2
658,8,12,34,360,369,9,3.111111111111111
659,8,12,35,369,376,7,3.142857142857143
660,8,12,36,376,389,13,2.1538461538461537
661,8,12,37,389,401,12,3.0
662,8,12,38,401,405,4,3.75
663,8,12,39,405,426,21,3.0
664,8,12,40,426,438,12,3.0833333333333335
665,8,12,41,438,444,6,3.1666666666666665
666,8,12,42,444,451,7,3.142857142857143
667,8,12,43,451,476,25,3.04
668,8,12,44,476,489,13,3.1538461538461537
669,8,12,45,489,495,6,3.0
670,8,12,46,495,501,6,3.1666666666666665
671,8,12,47,501,519,18,3.0555555555555554
672,8,12,48,519,526,7,3.142857142857143
673,8,12,49,526,530,4,2.5
674,8,12,50,530,534,4,2.5
675,8,12,51,534,550,16,2.0
676,426,13,0,0,4,4,2.25
677,426,13,1,4,25,21,2.0
678,426,13,2,25,37,12,3.0
679,426,13,3,37,50,13,3.076923076923077
680,426,13,4,50,54,4,3.5
681,426,13,5,54,59,5,3.2
682,426,13,6,59,68,9,3.111111111111111
683,426,13,7,68,75,7,3.142857142857143
684,426,13,8,75,100,25,3.04
685,426,13,9,100,113,13,3.0
686,426,13,10,113,125,12,2.9166666666666665
687,426,13,11,125,129,4,3.5
688,426,13,12,129,137,8,3.125
689,426,13,13,137,150,13,3.076923076923077
690,426,13,14,150,163,13,3.1538461538461537
691,426,13,15,163,175,12,3.0
692,426,13,16,175,188,13,3.0
693,426,13,17,188,200,12,3.0833333333333335
694,426,13,18,200,204,4,2.75
695,426,13,19,204,213,9,2.0
696,426,13,20,213,226,13,2.0
697,426,13,21,226,239,13,2.923076923076923
698,426,13,22,239,251,12,3.0
699,426,13,23,251,264,13,3.076923076923077
700,426,13,24,264,276,12,3.0
