global_segment_id,trajectory_id,trajectory_index,local_segment_id,primitive_id,start_t,end_t,duration
457,151,8,41,30,438,444,6
458,151,8,42,4,444,451,7
459,151,8,43,1,451,476,25
460,151,8,44,15,476,489,13
461,151,8,45,24,489,495,6
462,151,8,46,24,495,501,6
463,151,8,47,30,501,519,18
464,151,8,48,2,519,526,7
465,151,8,49,12,526,530,4
466,151,8,50,2,530,534,4
467,151,8,51,1,534,550,16
468,469,9,0,22,0,4,4
469,469,9,1,22,4,25,21
470,469,9,2,22,25,37,12
471,469,9,3,2,37,50,13
472,469,9,4,6,50,54,4
473,469,9,5,20,54,59,5
474,469,9,6,2,59,68,9
475,469,9,7,20,68,75,7
476,469,9,8,7,75,100,25
477,469,9,9,19,100,113,13
478,469,9,10,25,113,125,12
479,469,9,11,4,125,129,4
480,469,9,12,4,129,137,8
481,469,9,13,14,137,150,13
482,469,9,14,11,150,163,13
483,469,9,15,28,163,175,12
484,469,9,16,9,175,188,13
485,469,9,17,16,188,200,12
486,469,9,18,17,200,204,4
487,469,9,19,31,204,213,9
488,469,9,20,1,213,226,13
489,469,9,21,5,226,239,13
490,469,9,22,5,239,251,12
491,469,9,23,23,251,264,13
492,469,9,24,5,264,276,12
493,469,9,25,0,276,288,12
494,469,9,26,5,288,301,13
495,469,9,27,8,301,305,4
496,469,9,28,10,305,309,4
497,469,9,29,10,309,326,17
498,469,9,30,10,326,339,13
499,469,9,31,21,339,351,12
500,469,9,32,18,351,355,4
501,469,9,33,26,355,360,5
502,469,9,34,21,360,369,9
503,469,9,35,29,369,376,7
504,469,9,36,13,376,389,13
505,469,9,37,27,389,401,12
506,469,9,38,3,401,405,4
507,469,9,39,2,405,426,21
508,469,9,40,7,426,438,12
509,469,9,41,30,438,444,6
510,469,9,42,4,444,451,7
511,469,9,43,1,451,476,25
512,469,9,44,15,476,489,13
513,469,9,45,24,489,495,6
514,469,9,46,24,495,501,6
515,469,9,47,30,501,519,18
516,469,9,48,2,519,526,7
517,469,9,49,12,526,530,4
518,469,9,50,2,530,534,4
519,469,9,51,1,534,550,16
520,447,10,0,22,0,4,4
521,447,10,1,22,4,25,21
522,447,10,2,22,25,37,12
523,447,10,3,2,37,50,13
524,447,10,4,6,50,54,4
525,447,10,5,20,54,59,5
526,447,10,6,2,59,68,9
527,447,10,7,20,68,75,7
528,447,10,8,7,75,100,25
529,447,10,9,19,100,113,13
530,447,10,10,25,113,125,12
531,447,10,11,4,125,129,4
532,447,10,12,4,129,137,8
533,447,10,13,14,137,150,13
534,447,10,14,11,150,163,13
535,447,10,15,28,163,175,12
536,447,10,16,9,175,188,13
537,447,10,17,16,188,200,12
538,447,10,18,17,200,204,4
539,447,10,19,31,204,213,9
540,447,10,20,1,213,226,13
541,447,10,21,5,226,239,13
542,447,10,22,5,239,251,12
543,447,10,23,23,251,264,13
544,447,10,24,5,264,276,12
545,447,10,25,0,276,288,12
546,447,10,26,5,288,301,13
547,447,10,27,8,301,305,4
548,447,10,28,10,305,309,4
549,447,10,29,10,309,326,17
550,447,10,30,10,326,339,13
551,447,10,31,21,339,351,12
552,447,10,32,18,351,355,4
553,447,10,33,26,355,360,5
554,447,10,34,21,360,369,9
555,447,10,35,29,369,376,7
556,447,10,36,13,376,389,13
557,447,10,37,27,389,401,12
558,447,10,38,3,401,405,4
559,447,10,39,2,405,426,21
560,447,10,40,7,426,438,12
561,447,10,41,30,438,444,6
562,447,10,42,4,444,451,7
563,447,10,43,1,451,476,25
564,447,10,44,15,476,489,13
565,447,10,45,24,489,495,6
566,447,10,46,24,495,501,6
567,447,10,47,30,501,519,18
568,447,10,48,2,519,526,7
569,447,10,49,12,526,530,4
570,447,10,50,2,530,534,4
571,447,10,51,1,534,550,16
572,146,11,0,22,0,4,4
573,146,11,1,22,4,25,21
574,146,11,2,22,25,37,12
575,146,11,3,2,37,50,13
576,146,11,4,6,50,54,4
577,146,11,5,20,54,59,5
578,146,11,6,2,59,68,9
579,146,11,7,20,68,75,7
580,146,11,8,7,75,100,25
581,146,11,9,19,100,113,13
582,146,11,10,25,113,125,12
583,146,11,11,4,125,129,4
584,146,11,12,4,129,137,8
585,146,11,13,14,137,150,13
586,146,11,14,11,150,163,13
587,146,11,15,28,163,175,12
588,146,11,16,9,175,188,13
589,146,11,17,16,188,200,12
590,146,11,18,17,200,204,4
591,146,11,19,31,204,213,9
592,146,11,20,1,213,226,13
593,146,11,21,5,226,239,13
594,146,11,22,5,239,251,12
595,146,11,23,23,251,264,13
596,146,11,24,5,264,276,12
597,146,11,25,0,276,288,12
598,146,11,26,5,288,301,13
599,146,11,27,8,301,305,4
600,146,11,28,10,305,309,4
601,146,11,29,10,309,326,17
602,146,11,30,10,326,339,13
603,146,11,31,21,339,351,12
604,146,11,32,18,351,355,4
605,146,11,33,26,355,360,5
606,146,11,34,21,360,369,9
607,146,11,35,29,369,376,7
608,146,11,36,13,376,389,13
609,146,11,37,27,389,401,12
610,146,11,38,3,401,405,4
611,146,11,39,2,405,426,21
612,146,11,40,7,426,438,12
613,146,11,41,30,438,444,6
614,146,11,42,4,444,451,7
615,146,11,43,1,451,476,25
616,146,11,44,15,476,489,13
617,146,11,45,24,489,495,6
618,146,11,46,24,495,501,6
619,146,11,47,30,501,519,18
620,146,11,48,2,519,526,7
621,146,11,49,12,526,530,4
622,146,11,50,2,530,534,4
623,146,11,51,1,534,550,16
624,8,12,0,22,0,4,4
625,8,12,1,22,4,25,21
626,8,12,2,22,25,37,12
627,8,12,3,2,37,50,13
628,8,12,4,6,50,54,4
629,8,12,5,20,54,59,5
630,8,12,6,2,59,68,9
631,8,12,7,20,68,75,7
632,8,12,8,7,75,100,25
633,8,12,9,19,100,113,13
634,8,12,10,25,113,125,12
635,8,12,11,4,125,129,4
636,8,12,12,4,129,137,8
637,8,12,13,14,137,150,13
638,8,12,14,11,150,163,13
639,8,12,15,28,163,175,12
640,8,12,16,9,175,188,13
641,8,12,17,16,188,200,12
642,8,12,18,17,200,204,4
643,8,12,19,31,204,213,9
644,8,12,20,1,213,226,13
645,8,12,21,5,226,239,13
646,8,12,22,5,239,251,12
647,8,12,23,23,251,264,13
648,8,12,24,5,264,276,12
649,8,12,25,0,276,288,12
650,8,12,26,5,288,301,13
651,8,12,27,8,301,305,4
652,8,12,28,10,305,309,4
653,8,12,29,10,309,326,17
654,8,12,30,10,326,339,13
655,8,12,31,21,339,351,12
656,8,12,32,18,351,355,4
657,8,12,33,26,355,360,5
658,8,12,34,21,360,369,9
659,8,12,35,29,369,376,7
660,8,12,36,13,376,389,13
661,8,12,37,27,389,401,12
662,8,12,38,3,401,405,4
663,8,12,39,2,405,426,21
664,8,12,40,7,426,438,12
665,8,12,41,30,438,444,6
666,8,12,42,4,444,451,7
667,8,12,43,1,451,476,25
668,8,12,44,15,476,489,13
669,8,12,45,24,489,495,6
670,8,12,46,24,495,501,6
671,8,12,47,30,501,519,18
672,8,12,48,2,519,526,7
673,8,12,49,12,526,530,4
674,8,12,50,2,530,534,4
675,8,12,51,1,534,550,16
676,426,13,0,22,0,4,4
677,426,13,1,22,4,25,21
678,426,13,2,22,25,37,12
679,426,13,3,2,37,50,13
680,426,13,4,6,50,54,4
681,426,13,5,20,54,59,5
682,426,13,6,2,59,68,9
683,426,13,7,20,68,75,7
684,426,13,8,7,75,100,25
685,426,13,9,19,100,113,13
686,426,13,10,25,113,125,12
687,426,13,11,4,125,129,4
688,426,13,12,4,129,137,8
689,426,13,13,14,137,150,13
690,426,13,14,11,150,163,13
691,426,13,15,28,163,175,12
692,426,13,16,9,175,188,13
693,426,13,17,16,188,200,12
694,426,13,18,17,200,204,4
695,426,13,19,31,204,213,9
696,426,13,20,1,213,226,13
697,426,13,21,5,226,239,13
698,426,13,22,5,239,251,12
699,426,13,23,23,251,264,13
700,426,13,24,5,264,276,12
701,426,13,25,0,276,288,12
702,426,13,26,5,288,301,13
703,426,13,27,8,301,305,4
704,426,13,28,10,305,309,4
705,426,13,29,10,309,326,17
706,426,13,30,10,326,339,13
707,426,13,31,21,339,351,12
708,426,13,32,18,351,355,4
709,426,13,33,26,355,360,5
710,426,13,34,21,360,369,9
711,426,13,35,29,369,376,7
712,426,13,36,13,376,389,13
713,426,13,37,27,389,401,12
714,426,13,38,3,401,405,4
715,426,13,39,2,405,426,21
716,426,13,40,7,426,438,12
717,426,13,41,30,438,444,6
718,426,13,42,4,444,451,7
719,426,13,43,1,451,476,25
720,426,13,44,15,476,489,13
721,426,13,45,24,489,495,6
722,426,13,46,24,495,501,6
723,426,13,47,30,501,519,18
724,426,13,48,2,519,526,7
725,426,13,49,12,526,530,4
726,426,13,50,2,530,534,4
727,426,13,51,1,534,550,16
728,208,14,0,22,0,4,4
729,208,14,1,22,4,25,21
730,208,14,2,22,25,37,12
731,208,14,3,2,37,50,13
732,208,14,4,6,50,54,4
733,208,14,5,20,54,59,5
734,208,14,6,2,59,68,9
735,208,14,7,20,68,75,7
736,208,14,8,7,75,100,25
737,208,14,9,19,100,113,13
738,208,14,10,25,113,125,12
739,208,14,11,4,125,129,4
740,208,14,12,4,129,137,8
741,208,14,13,14,137,150,13
742,208,14,14,11,150,163,13
743,208,14,15,28,163,175,12
744,208,14,16,9,175,188,13
745,208,14,17,16,188,200,12
746,208,14,18,17,200,204,4
747,208,14,19,31,204,213,9
748,208,14,20,1,213,226,13
749,208,14,21,5,226,239,13
750,208,14,22,5,239,251,12
751,208,14,23,23,251,264,13
752,208,14,24,5,264,276,12
753,208,14,25,0,276,288,12
754,208,14,26,5,288,301,13
755,208,14,27,8,301,305,4
756,208,14,28,10,305,309,4
757,208,14,29,10,309,326,17
758,208,14,30,10,326,339,13
759,208,14,31,21,339,351,12
760,208,14,32,18,351,355,4
761,208,14,33,26,355,360,5
762,208,14,34,21,360,369,9
763,208,14,35,29,369,376,7
764,208,14,36,13,376,389,13
765,208,14,37,27,389,401,12
766,208,14,38,3,401,405,4
767,208,14,39,2,405,426,21
768,208,14,40,7,426,438,12
769,208,14,41,30,438,444,6
770,208,14,42,4,444,451,7
771,208,14,43,1,451,476,25
772,208,14,44,15,476,489,13
773,208,14,45,24,489,495,6
774,208,14,46,24,495,501,6
775,208,14,47,30,501,519,18
776,208,14,48,2,519,526,7
777,208,14,49,12,526,530,4
778,208,14,50,2,530,534,4
779,208,14,51,1,534,550,16
780,394,15,0,22,0,4,4
781,394,15,1,22,4,25,21
782,394,15,2,22,25,37,12
783,394,15,3,2,37,50,13
784,394,15,4,6,50,54,4
785,394,15,5,20,54,59,5
786,394,15,6,2,59,68,9
787,394,15,7,20,68,75,7
788,394,15,8,7,75,100,25
789,394,15,9,19,100,113,13
790,394,15,10,25,113,125,12
791,394,15,11,4,125,129,4
792,394,15,12,4,129,137,8
793,394,15,13,14,137,150,13
794,394,15,14,11,150,163,13
795,394,15,15,28,163,175,12
796,394,15,16,9,175,188,13
797,394,15,17,16,188,200,12
798,394,15,18,17,200,204,4
799,394,15,19,31,204,213,9
800,394,15,20,1,213,226,13
801,394,15,21,5,226,239,13
802,394,15,22,5,239,251,12
803,394,15,23,23,251,264,13
804,394,15,24,5,264,276,12
805,394,15,25,0,276,288,12
806,394,15,26,5,288,301,13
807,394,15,27,8,301,305,4
808,394,15,28,10,305,309,4
809,394,15,29,10,309,326,17
810,394,15,30,10,326,339,13
811,394,15,31,21,339,351,12
812,394,15,32,18,351,355,4
813,394,15,33,26,355,360,5
814,394,15,34,21,360,369,9
815,394,15,35,29,369,376,7
816,394,15,36,13,376,389,13
817,394,15,37,27,389,401,12
818,394,15,38,3,401,405,4
819,394,15,39,2,405,426,21
820,394,15,40,7,426,438,12
821,394,15,41,30,438,444,6
822,394,15,42,4,444,451,7
823,394,15,43,1,451,476,25
824,394,15,44,15,476,489,13
825,394,15,45,24,489,495,6
826,394,15,46,24,495,501,6
827,394,15,47,30,501,519,18
828,394,15,48,2,519,526,7
829,394,15,49,12,526,530,4
830,394,15,50,2,530,534,4
831,394,15,51,1,534,550,16
832,185,16,0,22,0,4,4
833,185,16,1,22,4,25,21
834,185,16,2,22,25,37,12
835,185,16,3,2,37,50,13
836,185,16,4,6,50,54,4
837,185,16,5,20,54,59,5
838,185,16,6,2,59,68,9
839,185,16,7,20,68,75,7
840,185,16,8,7,75,100,25
841,185,16,9,19,100,113,13
842,185,16,10,25,113,125,12
843,185,16,11,4,125,129,4
844,185,16,12,4,129,137,8
845,185,16,13,14,137,150,13
846,185,16,14,11,150,163,13
847,185,16,15,28,163,175,12
848,185,16,16,9,175,188,13
849,185,16,17,16,188,200,12
850,185,16,18,17,200,204,4
851,185,16,19,31,204,213,9
852,185,16,20,1,213,226,13
853,185,16,21,5,226,239,13
854,185,16,22,5,239,251,12
855,185,16,23,23,251,264,13
856,185,16,24,5,264,276,12
857,185,16,25,0,276,288,12
858,185,16,26,5,288,301,13
859,185,16,27,8,301,305,4
860,185,16,28,10,305,309,4
861,185,16,29,10,309,326,17
862,185,16,30,10,326,339,13
863,185,16,31,21,339,351,12
864,185,16,32,18,351,355,4
865,185,16,33,26,355,360,5
866,185,16,34,21,360,369,9
867,185,16,35,29,369,376,7
868,185,16,36,13,376,389,13
