global_segment_id,trajectory_id,trajectory_index,local_segment_id,start_t,end_t,duration,num_goal_keys
129,142,2,25,276,288,12,2.0833333333333335
130,142,2,26,288,301,13,3.0
131,142,2,27,301,305,4,2.5
132,142,2,28,305,309,4,2.5
133,142,2,29,309,326,17,2.0
134,142,2,30,326,339,13,3.0
135,142,2,31,339,351,12,3.0833333333333335
136,142,2,32,351,355,4,3.0
137,142,2,33,355,360,5,3.2
138,142,2,34,360,369,9,3.111111111111111
139,142,2,35,369,376,7,3.142857142857143
140,142,2,36,376,389,13,2.1538461538461537
141,142,2,37,389,401,12,3.0
142,142,2,38,401,405,4,3.75
143,142,2,39,405,426,21,3.0
144,142,2,40,426,438,12,3.0833333333333335
145,142,2,41,438,444,6,3.1666666666666665
146,142,2,42,444,451,7,3.142857142857143
147,142,2,43,451,476,25,3.04
148,142,2,44,476,489,13,3.1538461538461537
149,142,2,45,489,495,6,3.0
150,142,2,46,495,501,6,3.1666666666666665
151,142,2,47,501,519,18,3.0555555555555554
152,142,2,48,519,526,7,3.142857142857143
153,142,2,49,526,530,4,2.5
154,142,2,50,530,534,4,2.5
155,142,2,51,534,550,16,2.0
156,204,3,0,0,4,4,2.25
157,204,3,1,4,25,21,2.0
158,204,3,2,25,37,12,3.0
159,204,3,3,37,50,13,3.076923076923077
160,204,3,4,50,54,4,3.5
161,204,3,5,54,59,5,3.2
162,204,3,6,59,68,9,3.111111111111111
163,204,3,7,68,75,7,3.142857142857143
164,204,3,8,75,100,25,3.04
165,204,3,9,100,113,13,3.0
166,204,3,10,113,125,12,2.9166666666666665
167,204,3,11,125,129,4,3.5
168,204,3,12,129,137,8,3.125
169,204,3,13,137,150,13,3.076923076923077
170,204,3,14,150,163,13,3.1538461538461537
171,204,3,15,163,175,12,3.0
172,204,3,16,175,188,13,3.0
173,204,3,17,188,200,12,3.0833333333333335
174,204,3,18,200,204,4,2.75
175,204,3,19,204,213,9,2.0
176,204,3,20,213,226,13,2.0
177,204,3,21,226,239,13,2.923076923076923
178,204,3,22,239,251,12,3.0
179,204,3,23,251,264,13,3.076923076923077
180,204,3,24,264,276,12,3.0
181,204,3,25,276,288,12,2.0833333333333335
182,204,3,26,288,301,13,3.0
183,204,3,27,301,305,4,2.5
184,204,3,28,305,309,4,2.5
185,204,3,29,309,326,17,2.0
186,204,3,30,326,339,13,3.0
187,204,3,31,339,351,12,3.0833333333333335
188,204,3,32,351,355,4,3.0
189,204,3,33,355,360,5,3.2
190,204,3,34,360,369,9,3.111111111111111
191,204,3,35,369,376,7,3.142857142857143
192,204,3,36,376,389,13,2.1538461538461537
193,204,3,37,389,401,12,3.0
194,204,3,38,401,405,4,3.75
195,204,3,39,405,426,21,3.0
196,204,3,40,426,438,12,3.0833333333333335
197,204,3,41,438,444,6,3.1666666666666665
198,204,3,42,444,451,7,3.142857142857143
199,204,3,43,451,476,25,3.04
200,204,3,44,476,489,13,3.1538461538461537
201,204,3,45,489,495,6,3.0
202,204,3,46,495,501,6,3.1666666666666665
203,204,3,47,501,519,18,3.0555555555555554
204,204,3,48,519,526,7,3.142857142857143
205,204,3,49,526,530,4,2.5
206,204,3,50,530,534,4,2.5
207,204,3,51,534,550,16,2.0
208,441,4,0,0,4,4,2.25
209,441,4,1,4,25,21,2.0
210,441,4,2,25,37,12,3.0
211,441,4,3,37,50,13,3.076923076923077
212,441,4,4,50,54,4,3.5
213,441,4,5,54,59,5,3.2
214,441,4,6,59,68,9,3.111111111111111
215,441,4,7,68,75,7,3.142857142857143
216,441,4,8,75,100,25,3.04
217,441,4,9,100,113,13,3.0
218,441,4,10,113,125,12,2.9166666666666665
219,441,4,11,125,129,4,3.5
220,441,4,12,129,137,8,3.125
221,441,4,13,137,150,13,3.076923076923077
222,441,4,14,150,163,13,3.1538461538461537
223,441,4,15,163,175,12,3.0
224,441,4,16,175,188,13,3.0
225,441,4,17,188,200,12,3.0833333333333335
226,441,4,18,200,204,4,2.75
227,441,4,19,204,213,9,2.0
228,441,4,20,213,226,13,2.0
229,441,4,21,226,239,13,2.923076923076923
230,441,4,22,239,251,12,3.0
231,441,4,23,251,264,13,3.076923076923077
232,441,4,24,264,276,12,3.0
233,441,4,25,276,288,12,2.0833333333333335
234,441,4,26,288,301,13,3.0
235,441,4,27,301,305,4,2.5
236,441,4,28,305,309,4,2.5
237,441,4,29,309,326,17,2.0
238,441,4,30,326,339,13,3.0
239,441,4,31,339,351,12,3.0833333333333335
240,441,4,32,351,355,4,3.0
241,441,4,33,355,360,5,3.2
242,441,4,34,360,369,9,3.111111111111111
243,441,4,35,369,376,7,3.142857142857143
244,441,4,36,376,389,13,2.1538461538461537
245,441,4,37,389,401,12,3.0
246,441,4,38,401,405,4,3.75
247,441,4,39,405,426,21,3.0
248,441,4,40,426,438,12,3.0833333333333335
249,441,4,41,438,444,6,3.1666666666666665
250,441,4,42,444,451,7,3.142857142857143
251,441,4,43,451,476,25,3.04
252,441,4,44,476,489,13,3.1538461538461537
253,441,4,45,489,495,6,3.0
254,441,4,46,495,501,6,3.1666666666666665
255,441,4,47,501,519,18,3.0555555555555554
256,441,4,48,519,526,7,3.142857142857143
257,441,4,49,526,530,4,2.5
258,441,4,50,530,534,4,2.5
259,441,4,51,534,550,16,2.0
260,231,5,0,0,4,4,2.25
261,231,5,1,4,25,21,2.0
262,231,5,2,25,37,12,3.0
263,231,5,3,37,50,13,3.076923076923077
264,231,5,4,50,54,4,3.5
265,231,5,5,54,59,5,3.2
266,231,5,6,59,68,9,3.111111111111111
267,231,5,7,68,75,7,3.142857142857143
268,231,5,8,75,100,25,3.04
269,231,5,9,100,113,13,3.0
270,231,5,10,113,125,12,2.9166666666666665
271,231,5,11,125,129,4,3.5
272,231,5,12,129,137,8,3.125
273,231,5,13,137,150,13,3.076923076923077
274,231,5,14,150,163,13,3.1538461538461537
275,231,5,15,163,175,12,3.0
276,231,5,16,175,188,13,3.0
277,231,5,17,188,200,12,3.0833333333333335
278,231,5,18,200,204,4,2.75
279,231,5,19,204,213,9,2.0
280,231,5,20,213,226,13,2.0
281,231,5,21,226,239,13,2.923076923076923
282,231,5,22,239,251,12,3.0
283,231,5,23,251,264,13,3.076923076923077
284,231,5,24,264,276,12,3.0
285,231,5,25,276,288,12,2.0833333333333335
286,231,5,26,288,301,13,3.0
287,231,5,27,301,305,4,2.5
288,231,5,28,305,309,4,2.5
289,231,5,29,309,326,17,2.0
290,231,5,30,326,339,13,3.0
291,231,5,31,339,351,12,3.0833333333333335
292,231,5,32,351,355,4,3.0
293,231,5,33,355,360,5,3.2
294,231,5,34,360,369,9,3.111111111111111
295,231,5,35,369,376,7,3.142857142857143
296,231,5,36,376,389,13,2.1538461538461537
297,231,5,37,389,401,12,3.0
298,231,5,38,401,405,4,3.75
299,231,5,39,405,426,21,3.0
300,231,5,40,426,438,12,3.0833333333333335
301,231,5,41,438,444,6,3.1666666666666665
302,231,5,42,444,451,7,3.142857142857143
303,231,5,43,451,476,25,3.04
304,231,5,44,476,489,13,3.1538461538461537
305,231,5,45,489,495,6,3.0
306,231,5,46,495,501,6,3.1666666666666665
307,231,5,47,501,519,18,3.0555555555555554
308,231,5,48,519,526,7,3.142857142857143
309,231,5,49,526,530,4,2.5
310,231,5,50,530,534,4,2.5
311,231,5,51,534,550,16,2.0
312,39,6,0,0,4,4,2.25
313,39,6,1,4,25,21,2.0
314,39,6,2,25,37,12,3.0
315,39,6,3,37,50,13,3.076923076923077
316,39,6,4,50,54,4,3.5
317,39,6,5,54,59,5,3.2
318,39,6,6,59,68,9,3.111111111111111
319,39,6,7,68,75,7,3.142857142857143
320,39,6,8,75,100,25,3.04
321,39,6,9,100,113,13,3.0
322,39,6,10,113,125,12,2.9166666666666665
323,39,6,11,125,129,4,3.5
324,39,6,12,129,137,8,3.125
325,39,6,13,137,150,13,3.076923076923077
326,39,6,14,150,163,13,3.1538461538461537
327,39,6,15,163,175,12,3.0
328,39,6,16,175,188,13,3.0
329,39,6,17,188,200,12,3.0833333333333335
330,39,6,18,200,204,4,2.75
331,39,6,19,204,213,9,2.0
332,39,6,20,213,226,13,2.0
333,39,6,21,226,239,13,2.923076923076923
334,39,6,22,239,251,12,3.0
335,39,6,23,251,264,13,3.076923076923077
336,39,6,24,264,276,12,3.0
337,39,6,25,276,288,12,2.0833333333333335
338,39,6,26,288,301,13,3.0
339,39,6,27,301,305,4,2.5
340,39,6,28,305,309,4,2.5
341,39,6,29,309,326,17,2.0
342,39,6,30,326,339,13,3.0
343,39,6,31,339,351,12,3.0833333333333335
344,39,6,32,351,355,4,3.0
345,39,6,33,355,360,5,3.2
346,39,6,34,360,369,9,3.111111111111111
347,39,6,35,369,376,7,3.142857142857143
348,39,6,36,376,389,13,2.1538461538461537
349,39,6,37,389,401,12,3.0
350,39,6,38,401,405,4,3.75
351,39,6,39,405,426,21,3.0
352,39,6,40,426,438,12,3.0833333333333335
353,39,6,41,438,444,6,3.1666666666666665
354,39,6,42,444,451,7,3.142857142857143
355,39,6,43,451,476,25,3.04
356,39,6,44,476,489,13,3.1538461538461537
357,39,6,45,489,495,6,3.0
358,39,6,46,495,501,6,3.1666666666666665
359,39,6,47,501,519,18,3.0555555555555554
360,39,6,48,519,526,7,3.142857142857143
361,39,6,49,526,530,4,2.5
362,39,6,50,530,534,4,2.5
363,39,6,51,534,550,16,2.0
364,151,7,0,0,4,4,2.25
365,151,7,1,4,25,21,2.0
366,151,7,2,25,37,12,3.0
367,151,7,3,37,50,13,3.076923076923077
368,151,7,4,50,54,4,3.5
369,151,7,5,54,59,5,3.2
370,151,7,6,59,68,9,3.111111111111111
371,151,7,7,68,75,7,3.142857142857143
372,151,7,8,75,100,25,3.04
373,151,7,9,100,113,13,3.0
374,151,7,10,113,125,12,2.9166666666666665
375,151,7,11,125,129,4,3.5
376,151,7,12,129,137,8,3.125
377,151,7,13,137,150,13,3.076923076923077
378,151,7,14,150,163,13,3.1538461538461537
379,151,7,15,163,175,12,3.0
380,151,7,16,175,188,13,3.0
381,151,7,17,188,200,12,3.0833333333333335
382,151,7,18,200,204,4,2.75
383,151,7,19,204,213,9,2.0
384,151,7,20,213,226,13,2.0
385,151,7,21,226,239,13,2.923076923076923
386,151,7,22,239,251,12,3.0
387,151,7,23,251,264,13,3.076923076923077
388,151,7,24,264,276,12,3.0
389,151,7,25,276,288,12,2.0833333333333335
390,151,7,26,288,301,13,3.0
391,151,7,27,301,305,4,2.5
392,151,7,28,305,309,4,2.5
393,151,7,29,309,326,17,2.0
394,151,7,30,326,339,13,3.0
395,151,7,31,339,351,12,3.0833333333333335
396,151,7,32,351,355,4,3.0
397,151,7,33,355,360,5,3.2
398,151,7,34,360,369,9,3.111111111111111
399,151,7,35,369,376,7,3.142857142857143
400,151,7,36,376,389,13,2.1538461538461537
401,151,7,37,389,401,12,3.0
402,151,7,38,401,405,4,3.75
403,151,7,39,405,426,21,3.0
404,151,7,40,426,438,12,3.0833333333333335
405,151,7,41,438,444,6,3.1666666666666665
406,151,7,42,444,451,7,3.142857142857143
407,151,7,43,451,476,25,3.04
408,151,7,44,476,489,13,3.1538461538461537
409,151,7,45,489,495,6,3.0
410,151,7,46,495,501,6,3.1666666666666665
411,151,7,47,501,519,18,3.0555555555555554
412,151,7,48,519,526,7,3.142857142857143
413,151,7,49,526,530,4,2.5
414,151,7,50,530,534,4,2.5
415,151,7,51,534,550,16,2.0
416,469,8,0,0,4,4,2.25
417,469,8,1,4,25,21,2.0
418,469,8,2,25,37,12,3.0
419,469,8,3,37,50,13,3.076923076923077
420,469,8,4,50,54,4,3.5
421,469,8,5,54,59,5,3.2
422,469,8,6,59,68,9,3.111111111111111
423,469,8,7,68,75,7,3.142857142857143
424,469,8,8,75,100,25,3.04
425,469,8,9,100,113,13,3.0
426,469,8,10,113,125,12,2.9166666666666665
427,469,8,11,125,129,4,3.5
428,469,8,12,129,137,8,3.125
429,469,8,13,137,150,13,3.076923076923077
430,469,8,14,150,163,13,3.1538461538461537
431,469,8,15,163,175,12,3.0
432,469,8,16,175,188,13,3.0
433,469,8,17,188,200,12,3.0833333333333335
434,469,8,18,200,204,4,2.75
435,469,8,19,204,213,9,2.0
436,469,8,20,213,226,13,2.0
437,469,8,21,226,239,13,2.923076923076923
438,469,8,22,239,251,12,3.0
439,469,8,23,251,264,13,3.076923076923077
440,469,8,24,264,276,12,3.0
441,469,8,25,276,288,12,2.0833333333333335
442,469,8,26,288,301,13,3.0
443,469,8,27,301,305,4,2.5
444,469,8,28,305,309,4,2.5
445,469,8,29,309,326,17,2.0
446,469,8,30,326,339,13,3.0
447,469,8,31,339,351,12,3.0833333333333335
448,469,8,32,351,355,4,3.0
449,469,8,33,355,360,5,3.2
450,469,8,34,360,369,9,3.111111111111111
451,469,8,35,369,376,7,3.142857142857143
452,469,8,36,376,389,13,2.1538461538461537
453,469,8,37,389,401,12,3.0
454,469,8,38,401,405,4,3.75
455,469,8,39,405,426,21,3.0
456,469,8,40,426,438,12,3.0833333333333335
457,469,8,41,438,444,6,3.1666666666666665
458,469,8,42,444,451,7,3.142857142857143
459,469,8,43,451,476,25,3.04
460,469,8,44,476,489,13,3.1538461538461537
461,469,8,45,489,495,6,3.0
462,469,8,46,495,501,6,3.1666666666666665
463,469,8,47,501,519,18,3.0555555555555554
464,469,8,48,519,526,7,3.142857142857143
465,469,8,49,526,530,4,2.5
466,469,8,50,530,534,4,2.5
467,469,8,51,534,550,16,2.0
468,447,9,0,0,4,4,2.25
469,447,9,1,4,25,21,2.0
470,447,9,2,25,37,12,3.0
471,447,9,3,37,50,13,3.076923076923077
472,447,9,4,50,54,4,3.5
473,447,9,5,54,59,5,3.2
474,447,9,6,59,68,9,3.111111111111111
475,447,9,7,68,75,7,3.142857142857143
476,447,9,8,75,100,25,3.04
477,447,9,9,100,113,13,3.0
478,447,9,10,113,125,12,2.9166666666666665
479,447,9,11,125,129,4,3.5
480,447,9,12,129,137,8,3.125
481,447,9,13,137,150,13,3.076923076923077
482,447,9,14,150,163,13,3.1538461538461537
483,447,9,15,163,175,12,3.0
484,447,9,16,175,188,13,3.0
485,447,9,17,188,200,12,3.0833333333333335
486,447,9,18,200,204,4,2.75
487,447,9,19,204,213,9,2.0
488,447,9,20,213,226,13,2.0
489,447,9,21,226,239,13,2.923076923076923
490,447,9,22,239,251,12,3.0
491,447,9,23,251,264,13,3.076923076923077
492,447,9,24,264,276,12,3.0
493,447,9,25,276,288,12,2.0833333333333335
494,447,9,26,288,301,13,3.0
495,447,9,27,301,305,4,2.5
496,447,9,28,305,309,4,2.5
497,447,9,29,309,326,17,2.0
498,447,9,30,326,339,13,3.0
499,447,9,31,339,351,12,3.0833333333333335
500,447,9,32,351,355,4,3.0
501,447,9,33,355,360,5,3.2
502,447,9,34,360,369,9,3.111111111111111
503,447,9,35,369,376,7,3.142857142857143
504,447,9,36,376,389,13,2.1538461538461537
505,447,9,37,389,401,12,3.0
506,447,9,38,401,405,4,3.75
507,447,9,39,405,426,21,3.0
508,447,9,40,426,438,12,3.0833333333333335
509,447,9,41,438,444,6,3.1666666666666665
510,447,9,42,444,451,7,3.142857142857143
511,447,9,43,451,476,25,3.04
512,447,9,44,476,489,13,3.1538461538461537
513,447,9,45,489,495,6,3.0
514,447,9,46,495,501,6,3.1666666666666665
515,447,9,47,501,519,18,3.0555555555555554
516,447,9,48,519,526,7,3.142857142857143
517,447,9,49,526,530,4,2.5
518,447,9,50,530,534,4,2.5
519,447,9,51,534,550,16,2.0
520,146,10,0,0,4,4,2.25
521,146,10,1,4,25,21,2.0
522,146,10,2,25,37,12,3.0
523,146,10,3,37,50,13,3.076923076923077
524,146,10,4,50,54,4,3.5
525,146,10,5,54,59,5,3.2
526,146,10,6,59,68,9,3.111111111111111
527,146,10,7,68,75,7,3.142857142857143
528,146,10,8,75,100,25,3.04
529,146,10,9,100,113,13,3.0
530,146,10,10,113,125,12,2.9166666666666665
531,146,10,11,125,129,4,3.5
532,146,10,12,129,137,8,3.125
533,146,10,13,137,150,13,3.076923076923077
534,146,10,14,150,163,13,3.1538461538461537
535,146,10,15,163,175,12,3.0
536,146,10,16,175,188,13,3.0
537,146,10,17,188,200,12,3.0833333333333335
538,146,10,18,200,204,4,2.75
539,146,10,19,204,213,9,2.0
540,146,10,20,213,226,13,2.0
541,146,10,21,226,239,13,2.923076923076923
542,146,10,22,239,251,12,3.0
543,146,10,23,251,264,13,3.076923076923077
544,146,10,24,264,276,12,3.0
545,146,10,25,276,288,12,2.0833333333333335
546,146,10,26,288,301,13,3.0
547,146,10,27,301,305,4,2.5
548,146,10,28,305,309,4,2.5
549,146,10,29,309,326,17,2.0
550,146,10,30,326,339,13,3.0
551,146,10,31,339,351,12,3.0833333333333335
552,146,10,32,351,355,4,3.0
553,146,10,33,355,360,5,3.2
554,146,10,34,360,369,9,3.111111111111111
555,146,10,35,369,376,7,3.142857142857143
556,146,10,36,376,389,13,2.1538461538461537
557,146,10,37,389,401,12,3.0
558,146,10,38,401,405,4,3.75
559,146,10,39,405,426,21,3.0
560,146,10,40,426,438,12,3.0833333333333335
561,146,10,41,438,444,6,3.1666666666666665
562,146,10,42,444,451,7,3.142857142857143
563,146,10,43,451,476,25,3.04
564,146,10,44,476,489,13,3.1538461538461537
565,146,10,45,489,495,6,3.0
566,146,10,46,495,501,6,3.1666666666666665
567,146,10,47,501,519,18,3.0555555555555554
568,146,10,48,519,526,7,3.142857142857143
569,146,10,49,526,530,4,2.5
570,146,10,50,530,534,4,2.5
571,146,10,51,534,550,16,2.0
572,8,11,0,0,4,4,2.25
573,8,11,1,4,25,21,2.0
574,8,11,2,25,37,12,3.0
575,8,11,3,37,50,13,3.076923076923077
576,8,11,4,50,54,4,3.5
577,8,11,5,54,59,5,3.2
578,8,11,6,59,68,9,3.111111111111111
579,8,11,7,68,75,7,3.142857142857143
580,8,11,8,75,100,25,3.04
581,8,11,9,100,113,13,3.0
582,8,11,10,113,125,12,2.9166666666666665
583,8,11,11,125,129,4,3.5
584,8,11,12,129,137,8,3.125
585,8,11,13,137,150,13,3.076923076923077
586,8,11,14,150,163,13,3.1538461538461537
587,8,11,15,163,175,12,3.0
588,8,11,16,175,188,13,3.0
589,8,11,17,188,200,12,3.0833333333333335
590,8,11,18,200,204,4,2.75
591,8,11,19,204,213,9,2.0
592,8,11,20,213,226,13,2.0
593,8,11,21,226,239,13,2.923076923076923
594,8,11,22,239,251,12,3.0
595,8,11,23,251,264,13,3.076923076923077
596,8,11,24,264,276,12,3.0
597,8,11,25,276,288,12,2.0833333333333335
598,8,11,26,288,301,13,3.0
599,8,11,27,301,305,4,2.5
600,8,11,28,305,309,4,2.5
601,8,11,29,309,326,17,2.0
602,8,11,30,326,339,13,3.0
603,8,11,31,339,351,12,3.0833333333333335
604,8,11,32,351,355,4,3.0
605,8,11,33,355,360,5,3.2
606,8,11,34,360,369,9,3.111111111111111
607,8,11,35,369,376,7,3.142857142857143
608,8,11,36,376,389,13,2.1538461538461537
609,8,11,37,389,401,12,3.0
610,8,11,38,401,405,4,3.75
611,8,11,39,405,426,21,3.0
612,8,11,40,426,438,12,3.0833333333333335
613,8,11,41,438,444,6,3.1666666666666665
614,8,11,42,444,451,7,3.142857142857143
615,8,11,43,451,476,25,3.04
616,8,11,44,476,489,13,3.1538461538461537
617,8,11,45,489,495,6,3.0
618,8,11,46,495,501,6,3.1666666666666665
619,8,11,47,501,519,18,3.0555555555555554
620,8,11,48,519,526,7,3.142857142857143
621,8,11,49,526,530,4,2.5
622,8,11,50,530,534,4,2.5
623,8,11,51,534,550,16,2.0
624,426,12,0,0,4,4,2.25
625,426,12,1,4,25,21,2.0
626,426,12,2,25,37,12,3.0
627,426,12,3,37,50,13,3.076923076923077
628,426,12,4,50,54,4,3.5
629,426,12,5,54,59,5,3.2
630,426,12,6,59,68,9,3.111111111111111
631,426,12,7,68,75,7,3.142857142857143
632,426,12,8,75,100,25,3.04
633,426,12,9,100,113,13,3.0
634,426,12,10,113,125,12,2.9166666666666665
635,426,12,11,125,129,4,3.5
636,426,12,12,129,137,8,3.125
637,426,12,13,137,150,13,3.076923076923077
638,426,12,14,150,163,13,3.1538461538461537
639,426,12,15,163,175,12,3.0
640,426,12,16,175,188,13,3.0
641,426,12,17,188,200,12,3.0833333333333335
642,426,12,18,200,204,4,2.75
643,426,12,19,204,213,9,2.0
644,426,12,20,213,226,13,2.0
645,426,12,21,226,239,13,2.923076923076923
646,426,12,22,239,251,12,3.0
647,426,12,23,251,264,13,3.076923076923077
648,426,12,24,264,276,12,3.0
649,426,12,25,276,288,12,2.0833333333333335
650,426,12,26,288,301,13,3.0
651,426,12,27,301,305,4,2.5
652,426,12,28,305,309,4,2.5
653,426,12,29,309,326,17,2.0
654,426,12,30,326,339,13,3.0
655,426,12,31,339,351,12,3.0833333333333335
656,426,12,32,351,355,4,3.0
657,426,12,33,355,360,5,3.2
658,426,12,34,360,369,9,3.111111111111111
659,426,12,35,369,376,7,3.142857142857143
660,426,12,36,376,389,13,2.1538461538461537
661,426,12,37,389,401,12,3.0
662,426,12,38,401,405,4,3.75
663,426,12,39,405,426,21,3.0
664,426,12,40,426,438,12,3.0833333333333335
665,426,12,41,438,444,6,3.1666666666666665
666,426,12,42,444,451,7,3.142857142857143
667,426,12,43,451,476,25,3.04
668,426,12,44,476,489,13,3.1538461538461537
669,426,12,45,489,495,6,3.0
670,426,12,46,495,501,6,3.1666666666666665
671,426,12,47,501,519,18,3.0555555555555554
672,426,12,48,519,526,7,3.142857142857143
673,426,12,49,526,530,4,2.5
674,426,12,50,530,534,4,2.5
675,426,12,51,534,550,16,2.0
676,208,13,0,0,4,4,2.25
677,208,13,1,4,25,21,2.0
678,208,13,2,25,37,12,3.0
679,208,13,3,37,50,13,3.076923076923077
680,208,13,4,50,54,4,3.5
681,208,13,5,54,59,5,3.2
682,208,13,6,59,68,9,3.111111111111111
683,208,13,7,68,75,7,3.142857142857143
684,208,13,8,75,100,25,3.04
685,208,13,9,100,113,13,3.0
686,208,13,10,113,125,12,2.9166666666666665
687,208,13,11,125,129,4,3.5
688,208,13,12,129,137,8,3.125
689,208,13,13,137,150,13,3.076923076923077
690,208,13,14,150,163,13,3.1538461538461537
691,208,13,15,163,175,12,3.0
692,208,13,16,175,188,13,3.0
693,208,13,17,188,200,12,3.0833333333333335
694,208,13,18,200,204,4,2.75
695,208,13,19,204,213,9,2.0
696,208,13,20,213,226,13,2.0
697,208,13,21,226,239,13,2.923076923076923
698,208,13,22,239,251,12,3.0
699,208,13,23,251,264,13,3.076923076923077
700,208,13,24,264,276,12,3.0
