global_segment_id,trajectory_id,trajectory_index,local_segment_id,primitive_id,start_t,end_t,duration
366,151,7,2,21,25,37,12
367,151,7,3,21,37,50,13
368,151,7,4,6,50,54,4
369,151,7,5,12,54,59,5
370,151,7,6,1,59,68,9
371,151,7,7,12,68,75,7
372,151,7,8,10,75,100,25
373,151,7,9,22,100,113,13
374,151,7,10,23,113,125,12
375,151,7,11,4,125,129,4
376,151,7,12,4,129,137,8
377,151,7,13,19,137,150,13
378,151,7,14,15,150,163,13
379,151,7,15,26,163,175,12
380,151,7,16,5,175,188,13
381,151,7,17,7,188,200,12
382,151,7,18,3,200,204,4
383,151,7,19,31,204,213,9
384,151,7,20,20,213,226,13
385,151,7,21,1,226,239,13
386,151,7,22,1,239,251,12
387,151,7,23,28,251,264,13
388,151,7,24,1,264,276,12
389,151,7,25,24,276,288,12
390,151,7,26,24,288,301,13
391,151,7,27,9,301,305,4
392,151,7,28,14,305,309,4
393,151,7,29,14,309,326,17
394,151,7,30,14,326,339,13
395,151,7,31,25,339,351,12
396,151,7,32,0,351,355,4
397,151,7,33,29,355,360,5
398,151,7,34,25,360,369,9
399,151,7,35,13,369,376,7
400,151,7,36,11,376,389,13
401,151,7,37,30,389,401,12
402,151,7,38,2,401,405,4
403,151,7,39,8,405,426,21
404,151,7,40,10,426,438,12
405,151,7,41,27,438,444,6
406,151,7,42,4,444,451,7
407,151,7,43,20,451,476,25
408,151,7,44,16,476,489,13
409,151,7,45,1,489,495,6
410,151,7,46,4,495,501,6
411,151,7,47,27,501,519,18
412,151,7,48,8,519,526,7
413,151,7,49,17,526,530,4
414,151,7,50,8,530,534,4
415,151,7,51,20,534,550,16
416,469,8,0,21,0,4,4
417,469,8,1,18,4,25,21
418,469,8,2,21,25,37,12
419,469,8,3,21,37,50,13
420,469,8,4,6,50,54,4
421,469,8,5,12,54,59,5
422,469,8,6,1,59,68,9
423,469,8,7,12,68,75,7
424,469,8,8,10,75,100,25
425,469,8,9,22,100,113,13
426,469,8,10,23,113,125,12
427,469,8,11,4,125,129,4
428,469,8,12,4,129,137,8
429,469,8,13,19,137,150,13
430,469,8,14,15,150,163,13
431,469,8,15,26,163,175,12
432,469,8,16,5,175,188,13
433,469,8,17,7,188,200,12
434,469,8,18,3,200,204,4
435,469,8,19,31,204,213,9
436,469,8,20,20,213,226,13
437,469,8,21,1,226,239,13
438,469,8,22,1,239,251,12
439,469,8,23,28,251,264,13
440,469,8,24,1,264,276,12
441,469,8,25,24,276,288,12
442,469,8,26,24,288,301,13
443,469,8,27,9,301,305,4
444,469,8,28,14,305,309,4
445,469,8,29,14,309,326,17
446,469,8,30,14,326,339,13
447,469,8,31,25,339,351,12
448,469,8,32,0,351,355,4
449,469,8,33,29,355,360,5
450,469,8,34,25,360,369,9
451,469,8,35,13,369,376,7
452,469,8,36,11,376,389,13
453,469,8,37,30,389,401,12
454,469,8,38,2,401,405,4
455,469,8,39,8,405,426,21
456,469,8,40,10,426,438,12
457,469,8,41,27,438,444,6
458,469,8,42,4,444,451,7
459,469,8,43,20,451,476,25
460,469,8,44,16,476,489,13
461,469,8,45,1,489,495,6
462,469,8,46,4,495,501,6
463,469,8,47,27,501,519,18
464,469,8,48,8,519,526,7
465,469,8,49,17,526,530,4
466,469,8,50,8,530,534,4
467,469,8,51,20,534,550,16
468,447,9,0,21,0,4,4
469,447,9,1,18,4,25,21
470,447,9,2,21,25,37,12
471,447,9,3,21,37,50,13
472,447,9,4,6,50,54,4
473,447,9,5,12,54,59,5
474,447,9,6,1,59,68,9
475,447,9,7,12,68,75,7
476,447,9,8,10,75,100,25
477,447,9,9,22,100,113,13
478,447,9,10,23,113,125,12
479,447,9,11,4,125,129,4
480,447,9,12,4,129,137,8
481,447,9,13,19,137,150,13
482,447,9,14,15,150,163,13
483,447,9,15,26,163,175,12
484,447,9,16,5,175,188,13
485,447,9,17,7,188,200,12
486,447,9,18,3,200,204,4
487,447,9,19,31,204,213,9
488,447,9,20,20,213,226,13
489,447,9,21,1,226,239,13
490,447,9,22,1,239,251,12
491,447,9,23,28,251,264,13
492,447,9,24,1,264,276,12
493,447,9,25,24,276,288,12
494,447,9,26,24,288,301,13
495,447,9,27,9,301,305,4
496,447,9,28,14,305,309,4
497,447,9,29,14,309,326,17
498,447,9,30,14,326,339,13
499,447,9,31,25,339,351,12
500,447,9,32,0,351,355,4
501,447,9,33,29,355,360,5
502,447,9,34,25,360,369,9
503,447,9,35,13,369,376,7
504,447,9,36,11,376,389,13
505,447,9,37,30,389,401,12
506,447,9,38,2,401,405,4
507,447,9,39,8,405,426,21
508,447,9,40,10,426,438,12
509,447,9,41,27,438,444,6
510,447,9,42,4,444,451,7
511,447,9,43,20,451,476,25
512,447,9,44,16,476,489,13
513,447,9,45,1,489,495,6
514,447,9,46,4,495,501,6
515,447,9,47,27,501,519,18
516,447,9,48,8,519,526,7
517,447,9,49,17,526,530,4
518,447,9,50,8,530,534,4
519,447,9,51,20,534,550,16
520,146,10,0,21,0,4,4
521,146,10,1,18,4,25,21
522,146,10,2,21,25,37,12
523,146,10,3,21,37,50,13
524,146,10,4,6,50,54,4
525,146,10,5,12,54,59,5
526,146,10,6,1,59,68,9
527,146,10,7,12,68,75,7
528,146,10,8,10,75,100,25
529,146,10,9,22,100,113,13
530,146,10,10,23,113,125,12
531,146,10,11,4,125,129,4
532,146,10,12,4,129,137,8
533,146,10,13,19,137,150,13
534,146,10,14,15,150,163,13
535,146,10,15,26,163,175,12
536,146,10,16,5,175,188,13
537,146,10,17,7,188,200,12
538,146,10,18,3,200,204,4
539,146,10,19,31,204,213,9
540,146,10,20,20,213,226,13
541,146,10,21,1,226,239,13
542,146,10,22,1,239,251,12
543,146,10,23,28,251,264,13
544,146,10,24,1,264,276,12
545,146,10,25,24,276,288,12
546,146,10,26,24,288,301,13
547,146,10,27,9,301,305,4
548,146,10,28,14,305,309,4
549,146,10,29,14,309,326,17
550,146,10,30,14,326,339,13
551,146,10,31,25,339,351,12
552,146,10,32,0,351,355,4
553,146,10,33,29,355,360,5
554,146,10,34,25,360,369,9
555,146,10,35,13,369,376,7
556,146,10,36,11,376,389,13
557,146,10,37,30,389,401,12
558,146,10,38,2,401,405,4
559,146,10,39,8,405,426,21
560,146,10,40,10,426,438,12
561,146,10,41,27,438,444,6
562,146,10,42,4,444,451,7
563,146,10,43,20,451,476,25
564,146,10,44,16,476,489,13
565,146,10,45,1,489,495,6
566,146,10,46,4,495,501,6
567,146,10,47,27,501,519,18
568,146,10,48,8,519,526,7
569,146,10,49,17,526,530,4
570,146,10,50,8,530,534,4
571,146,10,51,20,534,550,16
572,8,11,0,21,0,4,4
573,8,11,1,18,4,25,21
574,8,11,2,21,25,37,12
575,8,11,3,21,37,50,13
576,8,11,4,6,50,54,4
577,8,11,5,12,54,59,5
578,8,11,6,1,59,68,9
579,8,11,7,12,68,75,7
580,8,11,8,10,75,100,25
581,8,11,9,22,100,113,13
582,8,11,10,23,113,125,12
583,8,11,11,4,125,129,4
584,8,11,12,4,129,137,8
585,8,11,13,19,137,150,13
586,8,11,14,15,150,163,13
587,8,11,15,26,163,175,12
588,8,11,16,5,175,188,13
589,8,11,17,7,188,200,12
590,8,11,18,3,200,204,4
591,8,11,19,31,204,213,9
592,8,11,20,20,213,226,13
593,8,11,21,1,226,239,13
594,8,11,22,1,239,251,12
595,8,11,23,28,251,264,13
596,8,11,24,1,264,276,12
597,8,11,25,24,276,288,12
598,8,11,26,24,288,301,13
599,8,11,27,9,301,305,4
600,8,11,28,14,305,309,4
601,8,11,29,14,309,326,17
602,8,11,30,14,326,339,13
603,8,11,31,25,339,351,12
604,8,11,32,0,351,355,4
605,8,11,33,29,355,360,5
606,8,11,34,25,360,369,9
607,8,11,35,13,369,376,7
608,8,11,36,11,376,389,13
609,8,11,37,30,389,401,12
610,8,11,38,2,401,405,4
611,8,11,39,8,405,426,21
612,8,11,40,10,426,438,12
613,8,11,41,27,438,444,6
614,8,11,42,4,444,451,7
615,8,11,43,20,451,476,25
616,8,11,44,16,476,489,13
617,8,11,45,1,489,495,6
618,8,11,46,4,495,501,6
619,8,11,47,27,501,519,18
620,8,11,48,8,519,526,7
621,8,11,49,17,526,530,4
622,8,11,50,8,530,534,4
623,8,11,51,20,534,550,16
624,426,12,0,21,0,4,4
625,426,12,1,18,4,25,21
626,426,12,2,21,25,37,12
627,426,12,3,21,37,50,13
628,426,12,4,6,50,54,4
629,426,12,5,12,54,59,5
630,426,12,6,1,59,68,9
631,426,12,7,12,68,75,7
632,426,12,8,10,75,100,25
633,426,12,9,22,100,113,13
634,426,12,10,23,113,125,12
635,426,12,11,4,125,129,4
636,426,12,12,4,129,137,8
637,426,12,13,19,137,150,13
638,426,12,14,15,150,163,13
639,426,12,15,26,163,175,12
640,426,12,16,5,175,188,13
641,426,12,17,7,188,200,12
642,426,12,18,3,200,204,4
643,426,12,19,31,204,213,9
644,426,12,20,20,213,226,13
645,426,12,21,1,226,239,13
646,426,12,22,1,239,251,12
647,426,12,23,28,251,264,13
648,426,12,24,1,264,276,12
649,426,12,25,24,276,288,12
650,426,12,26,24,288,301,13
651,426,12,27,9,301,305,4
652,426,12,28,14,305,309,4
653,426,12,29,14,309,326,17
654,426,12,30,14,326,339,13
655,426,12,31,25,339,351,12
656,426,12,32,0,351,355,4
657,426,12,33,29,355,360,5
658,426,12,34,25,360,369,9
659,426,12,35,13,369,376,7
660,426,12,36,11,376,389,13
661,426,12,37,30,389,401,12
662,426,12,38,2,401,405,4
663,426,12,39,8,405,426,21
664,426,12,40,10,426,438,12
665,426,12,41,27,438,444,6
666,426,12,42,4,444,451,7
667,426,12,43,20,451,476,25
668,426,12,44,16,476,489,13
669,426,12,45,1,489,495,6
670,426,12,46,4,495,501,6
671,426,12,47,27,501,519,18
672,426,12,48,8,519,526,7
673,426,12,49,17,526,530,4
674,426,12,50,8,530,534,4
675,426,12,51,20,534,550,16
676,208,13,0,21,0,4,4
677,208,13,1,18,4,25,21
678,208,13,2,21,25,37,12
679,208,13,3,21,37,50,13
680,208,13,4,6,50,54,4
681,208,13,5,12,54,59,5
682,208,13,6,1,59,68,9
683,208,13,7,12,68,75,7
684,208,13,8,10,75,100,25
685,208,13,9,22,100,113,13
686,208,13,10,23,113,125,12
687,208,13,11,4,125,129,4
688,208,13,12,4,129,137,8
689,208,13,13,19,137,150,13
690,208,13,14,15,150,163,13
691,208,13,15,26,163,175,12
692,208,13,16,5,175,188,13
693,208,13,17,7,188,200,12
694,208,13,18,3,200,204,4
695,208,13,19,31,204,213,9
696,208,13,20,20,213,226,13
697,208,13,21,1,226,239,13
698,208,13,22,1,239,251,12
699,208,13,23,28,251,264,13
700,208,13,24,1,264,276,12
701,208,13,25,24,276,288,12
702,208,13,26,24,288,301,13
703,208,13,27,9,301,305,4
704,208,13,28,14,305,309,4
705,208,13,29,14,309,326,17
706,208,13,30,14,326,339,13
707,208,13,31,25,339,351,12
708,208,13,32,0,351,355,4
709,208,13,33,29,355,360,5
710,208,13,34,25,360,369,9
711,208,13,35,13,369,376,7
712,208,13,36,11,376,389,13
713,208,13,37,30,389,401,12
714,208,13,38,2,401,405,4
715,208,13,39,8,405,426,21
716,208,13,40,10,426,438,12
717,208,13,41,27,438,444,6
718,208,13,42,4,444,451,7
719,208,13,43,20,451,476,25
720,208,13,44,16,476,489,13
721,208,13,45,1,489,495,6
722,208,13,46,4,495,501,6
723,208,13,47,27,501,519,18
724,208,13,48,8,519,526,7
725,208,13,49,17,526,530,4
726,208,13,50,8,530,534,4
727,208,13,51,20,534,550,16
728,394,14,0,21,0,4,4
729,394,14,1,18,4,25,21
730,394,14,2,21,25,37,12
731,394,14,3,21,37,50,13
732,394,14,4,6,50,54,4
733,394,14,5,12,54,59,5
734,394,14,6,1,59,68,9
735,394,14,7,12,68,75,7
736,394,14,8,10,75,100,25
737,394,14,9,22,100,113,13
738,394,14,10,23,113,125,12
739,394,14,11,4,125,129,4
740,394,14,12,4,129,137,8
741,394,14,13,19,137,150,13
742,394,14,14,15,150,163,13
743,394,14,15,26,163,175,12
744,394,14,16,5,175,188,13
745,394,14,17,7,188,200,12
746,394,14,18,3,200,204,4
747,394,14,19,31,204,213,9
748,394,14,20,20,213,226,13
749,394,14,21,1,226,239,13
750,394,14,22,1,239,251,12
751,394,14,23,28,251,264,13
752,394,14,24,1,264,276,12
753,394,14,25,24,276,288,12
754,394,14,26,24,288,301,13
755,394,14,27,9,301,305,4
756,394,14,28,14,305,309,4
757,394,14,29,14,309,326,17
758,394,14,30,14,326,339,13
759,394,14,31,25,339,351,12
760,394,14,32,0,351,355,4
761,394,14,33,29,355,360,5
762,394,14,34,25,360,369,9
763,394,14,35,13,369,376,7
764,394,14,36,11,376,389,13
765,394,14,37,30,389,401,12
766,394,14,38,2,401,405,4
767,394,14,39,8,405,426,21
768,394,14,40,10,426,438,12
769,394,14,41,27,438,444,6
770,394,14,42,4,444,451,7
771,394,14,43,20,451,476,25
772,394,14,44,16,476,489,13
773,394,14,45,1,489,495,6
774,394,14,46,4,495,501,6
775,394,14,47,27,501,519,18
776,394,14,48,8,519,526,7
777,394,14,49,17,526,530,4
778,394,14,50,8,530,534,4
779,394,14,51,20,534,550,16
780,185,15,0,21,0,4,4
781,185,15,1,18,4,25,21
782,185,15,2,21,25,37,12
783,185,15,3,21,37,50,13
784,185,15,4,6,50,54,4
785,185,15,5,12,54,59,5
786,185,15,6,1,59,68,9
787,185,15,7,12,68,75,7
788,185,15,8,10,75,100,25
789,185,15,9,22,100,113,13
790,185,15,10,23,113,125,12
791,185,15,11,4,125,129,4
792,185,15,12,4,129,137,8
793,185,15,13,19,137,150,13
794,185,15,14,15,150,163,13
795,185,15,15,26,163,175,12
796,185,15,16,5,175,188,13
797,185,15,17,7,188,200,12
798,185,15,18,3,200,204,4
799,185,15,19,31,204,213,9
800,185,15,20,20,213,226,13
801,185,15,21,1,226,239,13
802,185,15,22,1,239,251,12
803,185,15,23,28,251,264,13
804,185,15,24,1,264,276,12
805,185,15,25,24,276,288,12
806,185,15,26,24,288,301,13
807,185,15,27,9,301,305,4
808,185,15,28,14,305,309,4
809,185,15,29,14,309,326,17
810,185,15,30,14,326,339,13
811,185,15,31,25,339,351,12
812,185,15,32,0,351,355,4
813,185,15,33,29,355,360,5
814,185,15,34,25,360,369,9
815,185,15,35,13,369,376,7
816,185,15,36,11,376,389,13
817,185,15,37,30,389,401,12
818,185,15,38,2,401,405,4
819,185,15,39,8,405,426,21
820,185,15,40,10,426,438,12
821,185,15,41,27,438,444,6
822,185,15,42,4,444,451,7
823,185,15,43,20,451,476,25
824,185,15,44,16,476,489,13
825,185,15,45,1,489,495,6
826,185,15,46,4,495,501,6
827,185,15,47,27,501,519,18
828,185,15,48,8,519,526,7
829,185,15,49,17,526,530,4
830,185,15,50,8,530,534,4
831,185,15,51,20,534,550,16
832,158,16,0,21,0,4,4
833,158,16,1,18,4,25,21
834,158,16,2,21,25,37,12
835,158,16,3,21,37,50,13
836,158,16,4,6,50,54,4
837,158,16,5,12,54,59,5
838,158,16,6,1,59,68,9
839,158,16,7,12,68,75,7
840,158,16,8,10,75,100,25
841,158,16,9,22,100,113,13
842,158,16,10,23,113,125,12
843,158,16,11,4,125,129,4
844,158,16,12,4,129,137,8
845,158,16,13,19,137,150,13
846,158,16,14,15,150,163,13
847,158,16,15,26,163,175,12
848,158,16,16,5,175,188,13
849,158,16,17,7,188,200,12
850,158,16,18,3,200,204,4
851,158,16,19,31,204,213,9
852,158,16,20,20,213,226,13
853,158,16,21,1,226,239,13
854,158,16,22,1,239,251,12
855,158,16,23,28,251,264,13
856,158,16,24,1,264,276,12
857,158,16,25,24,276,288,12
858,158,16,26,24,288,301,13
859,158,16,27,9,301,305,4
860,158,16,28,14,305,309,4
861,158,16,29,14,309,326,17
862,158,16,30,14,326,339,13
863,158,16,31,25,339,351,12
864,158,16,32,0,351,355,4
865,158,16,33,29,355,360,5
866,158,16,34,25,360,369,9
867,158,16,35,13,369,376,7
868,158,16,36,11,376,389,13
